Autophagy_related_gene_symbol	ID	Correlation_coefficient	P-value	Host_gene of circRNA	CircRNA_chromosomal_position (hg19)	Mean_expression	Log2FoldChange	FDR	Change	circbaseID
ITGA3	circ_177554	0.437709224	4.11E-08	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
ITGB4	circ_177554	0.469358568	2.95E-09	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
HGS	circ_177554	0.335192357	4.01E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
ATG4D	circ_177554	0.340656446	2.94E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
SIRT2	circ_177554	0.37461055	3.73E-06	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
BID	circ_177554	0.355400389	1.24E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
ATF4	circ_177554	0.313300582	0.000131538	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
VAMP3	circ_146964	0.313219197	0.000132097	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
PEX14	circ_146964	0.515050424	3.98E-11	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
SESN2	circ_146964	0.336773016	3.67E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
DIRAS3	circ_146964	0.561899069	2.35E-13	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
SH3GLB1	circ_146964	0.305020081	0.000201343	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ARNT	circ_146964	0.518247338	2.87E-11	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATF6	circ_146964	0.404508085	4.95E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
BIRC6	circ_146964	0.461815759	5.67E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CFLAR	circ_146964	0.527147975	1.14E-11	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG9A	circ_146964	0.31242274	0.000137692	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG16L1	circ_146964	0.382866876	2.18E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CAPN10	circ_146964	0.380878535	2.48E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG4B	circ_146964	0.362931027	7.80E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
MTMR14	circ_146964	0.413914191	2.51E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG7	circ_146964	0.460029452	6.60E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
TP63	circ_146964	0.475804007	1.67E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
WDFY3	circ_146964	0.386828888	1.67E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
NAF1	circ_146964	0.495581444	2.70E-10	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
BNIP1	circ_146964	0.308024311	0.000172777	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
SQSTM1	circ_146964	0.412225346	2.84E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
VEGFA	circ_146964	0.319383098	9.54E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG5	circ_146964	0.423956214	1.19E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
GOPC	circ_146964	0.37857738	2.89E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
PEX3	circ_146964	0.370150431	4.96E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
HDAC6	circ_146964	0.426578158	9.75E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CTSB	circ_146964	0.425085594	1.09E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
BAG1	circ_146964	0.324200367	7.37E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
TSC1	circ_146964	0.413751051	2.54E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
PRKCQ	circ_146964	0.3209978	8.76E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
SAR1A	circ_146964	0.387898089	1.56E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
PTEN	circ_146964	0.320488059	9.00E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
AMBRA1	circ_146964	0.429575549	7.75E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG2A	circ_146964	0.357226837	1.11E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CAPN1	circ_146964	0.474643979	1.85E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
RELA	circ_146964	0.465732293	4.05E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG16L2	circ_146964	0.471911193	2.36E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
UVRAG	circ_146964	0.339744433	3.10E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CASP4	circ_146964	0.378248367	2.95E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CASP1	circ_146964	0.351269229	1.58E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
GABARAPL1	circ_146964	0.546735924	1.35E-12	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CDKN1B	circ_146964	0.430867961	7.01E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
TBK1	circ_146964	0.356512259	1.16E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
HSPB8	circ_146964	0.42395065	1.19E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ULK1	circ_146964	0.352848815	1.44E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
SUPT20H	circ_146964	0.317725341	0.000104234	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
FOXO1	circ_146964	0.448560181	1.72E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG14	circ_146964	0.538320074	3.43E-12	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
FOS	circ_146964	0.348791891	1.83E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG2B	circ_146964	0.304071052	0.000211242	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
DAPK2	circ_146964	0.317663482	0.000104576	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
TSC2	circ_146964	0.338323424	3.36E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
MLST8	circ_146964	0.304469584	0.000207031	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
EEF2K	circ_146964	0.355687315	1.21E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
MAPK3	circ_146964	0.446682818	2.00E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CX3CL1	circ_146964	0.435505869	4.89E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
MAP1LC3B	circ_146964	0.306437025	0.000187363	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
PELP1	circ_146964	0.352021176	1.51E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
CALCOCO2	circ_146964	0.456462041	8.92E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ITGA3	circ_146964	0.459732959	6.77E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
VMP1	circ_146964	0.389730351	1.38E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ITGB4	circ_146964	0.526637812	1.20E-11	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
RPTOR	circ_146964	0.444921667	2.31E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
HGS	circ_146964	0.380179392	2.60E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
PIK3C3	circ_146964	0.416089094	2.14E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
BCL2	circ_146964	0.38225907	2.27E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
MAP1LC3A	circ_146964	0.433829574	5.57E-08	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
TP53INP2	circ_146964	0.47049877	2.67E-09	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
RGS19	circ_146964	0.359873554	9.41E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
STK11	circ_146964	0.338658513	3.30E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
MAP2K7	circ_146964	0.418058847	1.85E-07	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
ATG4D	circ_146964	0.332762797	4.60E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
SIRT2	circ_146964	0.339823731	3.09E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
PPP1R15A	circ_146964	0.338135327	3.40E-05	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
APOL1	circ_146964	0.364071691	7.27E-06	TNPO3	chr7:128655032-128658211	2.84880968	-1.391715023	9.59E-05	Down	hsa_circ_0001741
RAB1A	circ_117300	0.315023888	0.000120195	MKLN1	chr7:131071878-131084192	1.238690405	-1.736803488	0.00655907	Down	hsa_circ_0001747
TSC1	circ_117300	-0.377364077	3.12E-06	MKLN1	chr7:131071878-131084192	1.238690405	-1.736803488	0.00655907	Down	hsa_circ_0001747
SIRT1	circ_117300	0.330881739	5.11E-05	MKLN1	chr7:131071878-131084192	1.238690405	-1.736803488	0.00655907	Down	hsa_circ_0001747
ATG16L2	circ_117300	-0.306608052	0.000185738	MKLN1	chr7:131071878-131084192	1.238690405	-1.736803488	0.00655907	Down	hsa_circ_0001747
VAMP3	circ_12521	-0.300658805	0.000250692	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
SH3GLB1	circ_12521	-0.446350692	2.06E-08	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
NFE2L2	circ_12521	-0.345837677	2.18E-05	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
NCKAP1	circ_12521	-0.356083318	1.19E-05	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
EIF4G1	circ_12521	0.314829938	0.000121424	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
ATG5	circ_12521	-0.309093266	0.000163557	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
GOPC	circ_12521	-0.379564288	2.71E-06	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
MBTPS2	circ_12521	-0.361113226	8.72E-06	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
SIRT1	circ_12521	-0.352967982	1.43E-05	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
PTEN	circ_12521	-0.414007148	2.49E-07	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
FOXO1	circ_12521	-0.41860168	1.78E-07	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
MAP1LC3B	circ_12521	-0.355087642	1.26E-05	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
BIRC5	circ_12521	0.391997728	1.18E-06	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
BCL2	circ_12521	-0.329296975	5.57E-05	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
EEF2	circ_12521	0.307258193	0.00017968	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
MAPK1	circ_12521	-0.363148363	7.70E-06	HIPK2	chr7:139415730-139416814	2.56856918	1.094471665	5.08E-07	Up	hsa_circ_0001756
VAMP3	circ_72705	0.403260706	5.40E-07	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
DIRAS3	circ_72705	0.487722625	5.64E-10	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
SH3GLB1	circ_72705	0.469613994	2.89E-09	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
ARNT	circ_72705	0.356779119	1.14E-05	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CXCR4	circ_72705	0.480990755	1.05E-09	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
NFE2L2	circ_72705	0.310324384	0.000153507	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CFLAR	circ_72705	0.346513802	2.10E-05	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CCR2	circ_72705	0.55718913	4.08E-13	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
TP63	circ_72705	0.354718934	1.29E-05	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
ARSB	circ_72705	0.313038729	0.000133346	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
SQSTM1	circ_72705	0.311920674	0.000141332	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
GOPC	circ_72705	0.314004495	0.000126789	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CTSB	circ_72705	0.532666432	6.33E-12	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
BNIP3L	circ_72705	0.358971387	9.95E-06	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
BAG1	circ_72705	0.360432289	9.10E-06	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
PRKCQ	circ_72705	0.507140827	8.79E-11	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
ITGB1	circ_72705	0.426520816	9.79E-08	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CAPN1	circ_72705	0.313856718	0.000127772	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
UVRAG	circ_72705	0.334695502	4.13E-05	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CASP1	circ_72705	0.576608899	3.94E-14	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
GABARAPL1	circ_72705	0.318355314	0.000100808	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
DRAM1	circ_72705	0.424338972	1.16E-07	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
HSPB8	circ_72705	0.534626514	5.13E-12	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CAMKK2	circ_72705	-0.349688006	1.74E-05	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
FOXO1	circ_72705	0.464388819	4.55E-09	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
ZFYVE1	circ_72705	0.355426799	1.23E-05	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
SERPINA1	circ_72705	0.307357964	0.000178767	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
MAPK3	circ_72705	0.307417271	0.000178226	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
CX3CL1	circ_72705	0.45298568	1.19E-08	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
MAP1LC3B	circ_72705	0.411114209	3.08E-07	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
ITGA3	circ_72705	0.399163519	7.20E-07	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
ITGB4	circ_72705	0.375545625	3.51E-06	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
BCL2	circ_72705	0.391875535	1.19E-06	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
RGS19	circ_72705	0.380197337	2.60E-06	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
APOL1	circ_72705	0.414654385	2.38E-07	ESYT2	chr7:158552176-158557544	5.895029022	-1.986027792	1.47E-08	Down	hsa_circ_0001776
VAMP3	circ_45253	0.315735483	0.000115783	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
SH3GLB1	circ_45253	0.338220795	3.38E-05	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
CXCR4	circ_45253	0.307214162	0.000180084	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
CCR2	circ_45253	0.420745174	1.51E-07	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
ARSB	circ_45253	0.328091947	5.96E-05	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
PRKCQ	circ_45253	0.317381085	0.000106152	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
ITGB1	circ_45253	0.396444355	8.70E-07	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
CASP1	circ_45253	0.315197073	0.000119107	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
DRAM1	circ_45253	0.380118506	2.61E-06	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
SERPINA1	circ_45253	0.361246627	8.65E-06	ESYT2	chr7:158580694-158591763	1.882963699	-2.365496703	9.18E-05	Down	hsa_circ_0001777
DLC1	circ_69316	0.348806811	1.83E-05	RAB23	chr6:57058639-57075243	2.117191409	-2.327297733	1.42E-06	Down	hsa_circ_0004119
ITGB1	circ_69316	0.340642776	2.94E-05	RAB23	chr6:57058639-57075243	2.117191409	-2.327297733	1.42E-06	Down	hsa_circ_0004119
HSPB8	circ_69316	0.507045347	8.87E-11	RAB23	chr6:57058639-57075243	2.117191409	-2.327297733	1.42E-06	Down	hsa_circ_0004119
RAB7A	circ_53909	0.304286328	0.000208957	SENP6	chr6:76412360-76412788	2.001433942	-1.563878185	6.71E-06	Down	hsa_circ_0001614
EIF4G1	circ_53909	-0.303852569	0.000213584	SENP6	chr6:76412360-76412788	2.001433942	-1.563878185	6.71E-06	Down	hsa_circ_0001614
VAMP3	circ_163792	0.442377416	2.83E-08	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
DIRAS3	circ_163792	0.388796452	1.47E-06	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
SH3GLB1	circ_163792	0.423917039	1.19E-07	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
ARNT	circ_163792	0.35474222	1.29E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
PARP1	circ_163792	0.342872914	2.59E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
CXCR4	circ_163792	0.345106684	2.27E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
NFE2L2	circ_163792	0.468064493	3.31E-09	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
NCKAP1	circ_163792	0.348817923	1.83E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
CCR2	circ_163792	0.343261023	2.53E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
TP63	circ_163792	0.334216108	4.24E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
NFKB1	circ_163792	0.302428833	0.000229446	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
CASP3	circ_163792	0.328279605	5.90E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
ARSB	circ_163792	0.380683211	2.52E-06	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
RHEB	circ_163792	0.306892446	0.000183065	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
CTSB	circ_163792	0.368603416	5.47E-06	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
DLC1	circ_163792	0.358643181	1.01E-05	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
PRKCQ	circ_163792	0.447237286	1.91E-08	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
ITGB1	circ_163792	0.407905376	3.88E-07	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
SIRT1	circ_163792	0.380821622	2.49E-06	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
CASP1	circ_163792	0.463384815	4.96E-09	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
DRAM1	circ_163792	0.442092641	2.90E-08	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
HSPB8	circ_163792	0.377298323	3.14E-06	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
CAMKK2	circ_163792	-0.380453373	2.55E-06	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
FOXO1	circ_163792	0.410238874	3.28E-07	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
SERPINA1	circ_163792	0.311828678	0.000142008	ZNF292	chr6:87925620-87928449	2.481467739	-1.613585823	0.000155465	Down	hsa_circ_0004058
